-4.327210 48.414734 0.13
-4.331083 48.413872 0.70
-4.332374 48.413013 0.18
-4.331083 48.413013 2.11
-4.329792 48.413013 0.09
-4.333665 48.412155 0.40
-4.332374 48.412155 5.06
-4.331083 48.412155 2.78
-4.341411 48.411297 2.90
-4.340120 48.411297 1.30
-4.338829 48.411297 0.67
-4.337538 48.411297 0.55
-4.336247 48.411297 0.65
-4.334956 48.411297 1.54
-4.333665 48.411297 5.63
-4.332374 48.411297 5.59
-4.343993 48.410435 0.14
-4.342702 48.410435 3.78
-4.341411 48.410435 3.40
-4.340120 48.410435 3.09
-4.338829 48.410435 3.68
-4.337538 48.410435 2.96
-4.336247 48.410435 3.15
-4.334956 48.410435 6.32
-4.333665 48.410435 4.98
-4.343993 48.409576 2.65
-4.342702 48.409576 4.18
-4.341411 48.409576 3.82
-4.340120 48.409576 4.40
-4.338829 48.409576 4.59
-4.337538 48.409576 2.95
-4.336247 48.409576 0.78
-4.342702 48.408718 1.48
-4.341411 48.408718 1.59
-4.340120 48.408718 1.03
-4.360775 48.406998 0.82
-4.359484 48.406998 4.33
-4.358193 48.406998 3.87
-4.356902 48.406998 3.26
-4.355611 48.406998 0.20
-4.354320 48.406998 0.03
-4.363357 48.406139 3.36
-4.362066 48.406139 4.32
-4.360775 48.406139 5.44
-4.359484 48.406139 5.22
-4.358193 48.406139 7.25
-4.356902 48.406139 7.51
-4.355611 48.406139 8.30
-4.354320 48.406139 6.75
-4.353029 48.406139 4.35
-4.351738 48.406139 3.17
-4.350447 48.406139 2.32
-4.349156 48.406139 0.77
-4.364647 48.405277 2.70
-4.363357 48.405277 6.74
-4.362066 48.405277 2.89
-4.360775 48.405277 2.92
-4.359484 48.405277 3.59
-4.358193 48.405277 3.41
-4.356902 48.405277 3.39
-4.355611 48.405277 3.86
-4.354320 48.405277 4.48
-4.353029 48.405277 6.10
-4.351738 48.405277 5.10
-4.350447 48.405277 4.06
-4.349156 48.405277 3.64
-4.347866 48.405277 3.24
-4.346574 48.405277 3.31
